date,amount,type,category,subcategory,description,payment_mode,is_fixed_expense,recurring_frequency,recurring_id,is_anomaly,month,day_of_week,is_weekend
2023-05-13,421.43,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,5,Saturday,True
2023-05-13,89.31,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Card,False,,,False,5,Saturday,True
2023-05-13,355.87,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Pui,False,,,False,5,Saturday,True
2023-05-13,91.92,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Card,False,,,False,5,Saturday,True
2023-05-14,496.14,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,5,Sunday,True
2023-05-14,342.9,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,5,Sunday,True
2023-05-14,492.69,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,5,Sunday,True
2023-05-14,666.88,Expense,Shopping-Other,Misc,Misc - Shopping-Other,Card,False,,,False,5,Sunday,True
2023-05-14,594.71,Expense,Shopping-Other,Misc,Misc - Shopping-Other,UPI,False,,,False,5,Sunday,True
2023-05-14,467.76,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,5,Sunday,True
2023-05-14,51.79,Income,Bank Interest,Interest,Bank Interest Credited,Bank,False,,,False,5,Sunday,True
2023-05-15,276.26,Expense,Entertainment,Moive,Movie - Entertainment,UPI,False,,,False,5,Monday,False
2023-05-15,27651.97,Expense,Credit Card Payment,Cc Bill,No Description,Bank,True,Monthly,,False,5,Monday,False
2023-05-15,457.52,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,5,Monday,False
2023-05-15,1636.43,Expense,Shopping-Other,Msic,Misc - Shopping-Other,UPI,False,,,True,5,Monday,False
2023-05-15,657.24,Expense,Shopping-Other,Misc,Misc - Shopping-Other,UPI,False,,,False,5,Monday,False
2023-05-15,513.33,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,5,Monday,False
2023-05-15,259.52,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,Card,False,,,False,5,Monday,False
2023-05-16,220.21,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,5,Tuesday,False
2023-05-16,104.05,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,UPI,False,,,False,5,Tuesday,False
2023-05-16,57.59,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Card,False,,,False,5,Tuesday,False
2023-05-17,390.63,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,5,Wednesday,False
2023-05-17,1661.02,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,UPI,False,,,False,5,Wednesday,False
2023-05-17,1535.69,Expense,Repairs,Plumber,Plumbre - Repairs,UPI,False,,,False,5,Wednesday,False
2023-05-17,1341.16,Expense,Repairs,Plumber,Plumber - Repairs,UPI,False,,,False,5,Wednesday,False
2023-05-17,531.53,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,5,Wednesday,False
2023-05-18,368.12,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,5,Thursday,False
2023-05-18,2649.0,Expense,Atm Withdrawal,Cash Withdrawal,Atm Cash Withdrawal,Bank,False,,,False,5,Thursday,False
2023-05-18,754.02,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,Card,False,,,False,5,Thursday,False
2023-05-18,152.3,Expense,Miscellaneous,Misc,Misc - Misecllaneous,UPI,False,,,False,5,Thursday,False
2023-05-19,456.32,Expense,Shopping-Other,Misc,Misc - Shopping-Other,Card,False,,,False,5,Friday,False
2023-05-19,70.15,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Card,False,,,False,5,Friday,False
2023-05-19,108.46,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,Cash,False,,,False,5,Friday,False
2023-05-19,1528.67,Expense,Shopping-Clothes,Clothes,Clothes - Shopping-Clothes,Card,False,,,False,5,Friday,False
2023-05-19,1766.54,Expense,Repairs,Vehicle Repair,Vehicle Repair - Repairs,UPI,False,,,False,5,Friday,False
2023-05-20,1694.23,Expense,Repairs,Vehicle Repair,Vehicle Repair - Repairs,Card,False,,,False,5,Saturday,True
2023-05-20,628.65,Expense,Groceries,Local Kirana,Local Kirana - Groceries,Card,False,,,False,5,Saturday,True
2023-05-20,368.25,Expense,Food-Restaurant,Restaurant,No Description,Acrd,False,,,False,5,Saturday,True
2023-05-20,113.64,Expense,Miscellaneous,Misc,Mis C- Miscellaneous,UPI,False,,,False,5,Saturday,True
2023-05-20,289.66,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,Cash,False,,,False,5,Saturday,True
2023-05-20,303.38,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,UPI,False,,,False,5,Saturday,True
2023-05-21,233.34,Expense,Shopping-Other,Accessories,No Description,Card,False,,,False,5,Sunday,True
2023-05-21,1160.0,Expense,Food-Restaurant,Dineout,Dinoeut - Food-Restaurant,Card,False,,,True,5,Sunday,True
2023-05-21,369.41,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,5,Sunday,True
2023-05-21,397.73,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,5,Sunday,True
2023-05-22,328.58,Expense,Entertainment,Movie,Movie - Entertainment,Card,False,,,False,5,Monday,False
2023-05-22,98.6,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,UPI,False,,,False,5,Monday,False
2023-05-22,1879.03,Expense,Shopping-Clothes,Clothes,Clothes - Shopping-Clothes,UPI,False,,,False,5,Monday,False
2023-05-22,102.81,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Card,False,,,False,5,Monday,False
2023-05-22,84.28,Expense,Foo-Dsnacks,Sandwich,Sandwich - Food-Snacks,UPI,False,,,False,5,Monday,False
2023-05-22,107.72,Expense,Stationery,Stationery,Stationery - Stationery,Card,False,,,False,5,Monday,False
2023-05-22,133.72,Expense,Medical,Pharmacy,Pharmacy - Medical,UPI,False,,,False,5,Monday,False
2023-05-23,968.21,Expense,Repairs,Laptop Repair,Laptop Repair - Repairs,Card,False,,,False,5,Tuesday,False
2023-05-23,65.42,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,Acrd,False,,,False,5,Tuesday,False
2023-05-23,52.04,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,Card,False,,,False,5,Tuesday,False
2023-05-23,388.3,Expense,Shopping-Other,Misc,Misc - Shopping-Other,Card,False,,,False,5,Tuesday,False
2023-05-23,299.57,Expense,Groceries,Local Kirana,Local Kirana - Groceries,Card,False,,,False,5,Tuesday,False
2023-05-23,332.91,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,UPI,False,,,False,5,Tuesday,False
2023-05-23,66.01,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,Acrd,False,,,False,5,Tuesday,False
2023-05-23,609.76,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,UPI,False,,,False,5,Tuesday,False
2023-05-24,135.03,Expense,Medical,Pharmacy,Pharmacy - Medical,Card,False,,,False,5,Wednesday,False
2023-05-24,439.41,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,Card,False,,,False,5,Wednesday,False
2023-05-24,2043.0,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,Card,False,,,False,5,Wednesday,False
2023-05-24,340.01,Expense,Food-Restaurant,Rsetaurant,Restaurant - Food-Restaurant,UPI,False,,,False,5,Wednesday,False
2023-05-25,591.89,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,5,Thursday,False
2023-05-25,537.4,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,5,Thursday,False
2023-05-25,299.05,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,5,Thursday,False
2023-05-25,401.62,Expense,Repairs,Plumber,Plumber - Repairs,UPI,False,,,False,5,Thursday,False
2023-05-25,30.14,Expense,Food-Snacks,Tea,Tea - Food-Snacks,Card,False,,,False,5,Thursday,False
2023-05-25,538.37,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,5,Thursday,False
2023-05-25,52.83,Expense,Food-Snacks,Coffee,No Description,UPI,False,,,False,5,Thursday,False
2023-05-25,374.96,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,5,Thursday,False
2023-05-25,171.98,Expense,Salon,Haircut,Haircut - Saoln,Card,False,,,False,5,Thursday,False
2023-05-25,397.16,Expense,Entertainment,Movie,Movie - Entertainment,UPI,False,,,False,5,Thursday,False
2023-05-26,386.39,Expense,Food-Restaruant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,5,Friday,False
2023-05-26,417.69,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,UPI,False,,,False,5,Friday,False
2023-05-27,308.36,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,5,Saturday,True
2023-05-27,79.17,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,UPI,False,,,False,5,Saturday,True
2023-05-27,307.48,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,5,Saturday,True
2023-05-28,1413.41,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,True,5,Sunday,True
2023-05-28,274.77,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,UPI,False,,,False,5,Sunday,True
2023-05-29,144.35,Expense,Salon,Haircut,Haircut - Salon,Cash,False,,,False,5,Monday,False
2023-05-29,2399.45,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,UPI,False,,,False,5,Monday,False
2023-05-29,55.88,Expense,Travel-Public,Metro,No Description,UPI,False,,,False,5,Monday,False
2023-05-29,545.32,Expense,Food-Restaurant,Zoamto,Zomato - Food-Restaurant,UPI,False,,,False,5,Monday,False
2023-05-30,43.97,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,UPI,False,,,False,5,Tuesday,False
2023-05-31,187.48,Expense,Misecllaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,5,Wednesday,False
2023-05-31,436.05,Expense,Entertainment,Movie,Movie - Entertainment,UPI,False,,,False,5,Wednesday,False
2023-05-31,678.35,Expense,Shopping-Other,Misc,Misc - Shopping-Other,Card,False,,,False,5,Wednesday,False
2023-06-01,101.97,Expense,Stationery,Stationery,Stationery - Stationery,Crad,False,,,False,6,Thursday,False
2023-06-01,57.22,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,UPI,False,,,False,6,Thursday,False
2023-06-01,128.19,Expense,Miscellaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Thursday,False
2023-06-01,26.35,Expense,Travel-Public,Bus,Bus - Travel-Public,UPI,False,,,False,6,Thursday,False
2023-06-01,147.84,Expense,Miscellaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Thursday,False
2023-06-02,4200.0,Expense,Mess Fee,Monthly Mess,Mess Monthly Fee,UPI,True,Monthly,RECUR_002,False,6,Friday,False
2023-06-02,521.13,Expense,Shoppin-Gother,Accessories,Accessories - Shopping-Other,Card,False,,,False,6,Friday,False
2023-06-02,298.89,Expense,Fruits & Household,Frutis,Fruits - Fruits & Household,Card,False,,,False,6,Friday,False
2023-06-03,2371.46,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,UPI,False,,,False,6,Saturday,True
2023-06-03,2068.82,Expense,Shopping-Clothes,Shoes,No Description,UPI,False,,,False,6,Saturday,True
2023-06-03,54.07,Expense,Miscellaneous,Misc,No Description,Cash,False,,,False,6,Saturday,True
2023-06-04,51359.0,Income,Salary,Monthly Salary,No Description,Bank,False,,,False,6,Sunday,True
2023-06-04,355.1,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-05,10000.0,Expense,Retn,1Bhk Rent,Monthly Rent,Bnak,True,Monthly,RECUR_001,False,6,Monday,False
2023-06-05,169.72,Expense,Fruits & Household,Household,Household - Fruits & Household,Card,False,,,False,6,Monday,False
2023-06-05,879.94,Expense,Shopping-Clothes,Shose,Sheos - Shopping-Clothes,UPI,False,,,False,6,Monday,False
2023-06-05,108.12,Expense,Food-Snacks,Tea,Tea - Food-Snacks,Card,False,,,False,6,Monday,False
2023-06-05,26.21,Expense,Travel-Public,Bus,Bus - Travel-Pulbic,UPI,False,,,False,6,Monday,False
2023-06-05,2014.33,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,UPI,False,,,False,6,Monday,False
2023-06-05,260.71,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,6,Monday,False
2023-06-06,1731.15,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,UPI,False,,,False,6,Tuesday,False
2023-06-06,2200.0,Expense,Loan Emi,Personal Loan,Emi Payment,Bank,True,Monthly,RECUR_003,False,6,Tuesday,False
2023-06-06,516.33,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,6,Tuesday,False
2023-06-06,54.26,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,UPI,False,,,False,6,Tuesday,False
2023-06-07,499.0,Expense,Insuarnce,Health Insurance,Monthly Insurance,UPI,True,Monthly,RECUR_004,False,6,Wednesday,False
2023-06-07,604.18,Expense,Groceries,Big Bazaar,Big Bazaar - Groceries,UPI,False,,,False,6,Wednesday,False
2023-06-08,93.17,Expense,Miscellaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Thursday,False
2023-06-08,289.68,Expense,Fruits & Household,Fruits,Fruits - Fruits & Household,Card,False,,,False,6,Thursday,False
2023-06-08,399.0,Expense,Phone Recharge,Mobile Plan,Monthly Recharge,UPI,True,Monthly,RECUR_005,False,6,Thursday,False
2023-06-08,278.26,Expense,Medical,Pharmacy,Pharmacy - Medical,UPI,False,,,False,6,Thursday,False
2023-06-09,43.34,Expense,Food-Snacks,Tea,Tea - Food-Snacks,Card,False,,,False,6,Friday,False
2023-06-09,1300.5,Expense,Shopping-Cltohes,Sohes,Shoes - Shoppingc-Lothes,UPI,False,,,False,6,Friday,False
2023-06-09,1301.73,Expense,Shopping-Cltohes,Sohes,Shoes - Shoppingc-Lothes,UPI,False,,,False,6,Friday,False
2023-06-09,166.51,Expense,Furits & Household,Fruits,Fruits - Fruits & Household,UPI,False,,,False,6,Friday,False
2023-06-09,48.94,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,Card,False,,,False,6,Friday,False
2023-06-09,869.44,Expense,Repairs,Laptop Repair,Laptop Repair - Repairs,UPI,False,,,False,6,Friday,False
2023-06-10,328.39,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,UPI,False,,,False,6,Saturday,True
2023-06-10,25.43,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Acrd,False,,,False,6,Saturday,True
2023-06-10,287.68,Expense,Shopping-Other,Misc,Misc - Shopping-Other,Crad,False,,,False,6,Saturday,True
2023-06-10,111.75,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,UPI,False,,,False,6,Saturday,True
2023-06-10,87.59,Expense,Miscellaneous,Misc,Misc - Miscellaneous,Acrd,False,,,False,6,Saturday,True
2023-06-10,1198.76,Expense,Electricity Bill,Electricity,Electric Bill,Bank,True,Monthly,RECUR_006,False,6,Saturday,True
2023-06-10,89.54,Expense,Medical,Pharmacy,Pharmacy - Medical,UPI,False,,,False,6,Saturday,True
2023-06-10,1189.63,Expense,Electricity Bill,Electricity,Electric Bill,Bank,True,Monthly,RECUR_006,False,6,Saturday,True
2023-06-11,89.87,Expense,Food-Snacks,Tea,Tea - Food-Snacks,Card,False,,,False,6,Sunday,True
2023-06-11,284.07,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-11,455.23,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-11,702.67,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,UPI,False,,,False,6,Sunday,True
2023-06-11,332.17,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,6,Sunday,True
2023-06-11,422.54,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-12,54.68,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,UPI,False,,,False,6,Monday,False
2023-06-12,350.03,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,6,Monday,False
2023-06-12,260.04,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,6,Monday,False
2023-06-12,323.29,Expense,Entertainment,Movie,Movie - Entertainment,UPI,False,,,False,6,Monday,False
2023-06-12,367.62,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,Cash,False,,,False,6,Monday,False
2023-06-13,90.9,Expense,Stationery,Stationery,Stationery - Stationery,Card,False,,,False,6,Tuesday,False
2023-06-13,2346.0,Expense,Atm Withdrawal,Cash Withdrawal,Atm Cash Withdrawal,Bank,False,,,False,6,Tuesday,False
2023-06-13,101.89,Expense,Stationery,Stationery,Stationery - Stationery,UPI,False,,,False,6,Tuesday,False
2023-06-14,567.59,Expense,Fruits & Household,Fruits,Fruits - Fruits & Household,Card,False,,,True,6,Wednesday,False
2023-06-14,636.27,Expense,Groceries,Big Bazaar,Big Bazaar - Groceries,UPI,False,,,False,6,Wednesday,False
2023-06-14,535.15,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,UPI,False,,,False,6,Wednesday,False
2023-06-14,423.61,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,6,Wednesday,False
2023-06-14,89.21,Income,Bank Interest,Interest,Bank Interest Credited,Bank,False,,,False,6,Wednesday,False
2023-06-15,78.94,Expense,Food-Snacks,Tea,Tea - Food-Snacks,UPI,False,,,False,6,Thursday,False
2023-06-15,404.37,Expense,Entertainment,Movie,Movie - Entertainment,Card,False,,,False,6,Thursday,False
2023-06-15,225.34,Expense,Fruits & Household,Fruits,Fruits - Fruits & Household,UPI,False,,,False,6,Thursday,False
2023-06-15,519.68,Expense,Fruits & Household,Furits,Fruits - Fruits & Household,UPI,False,,,True,6,Thursday,False
2023-06-15,716.4,Expense,Groceries,Grocery Shop,Grocery Shop - Groceries,UPI,False,,,False,6,Thursday,False
2023-06-15,313.1,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,Cash,False,,,True,6,Thursday,False
2023-06-15,16309.75,Expense,Credit Card Payment,Cc Bill,Credit Card Payment,Bank,True,Monthly,,False,6,Thursday,False
2023-06-16,94.58,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,Card,False,,,False,6,Friday,False
2023-06-16,1084.11,Expense,Repairs,Vehicle Repair,Vehicle Repair - Repairs,Card,False,,,False,6,Friday,False
2023-06-16,55.35,Expense,Travel-Public,Metro,Metro - Travel-Public,Card,False,,,False,6,Friday,False
2023-06-16,609.28,Expense,Fruits & Household,Fruits,Fruits - Fruits & Household,Card,False,,,True,6,Friday,False
2023-06-17,36.66,Expense,Food-Snacks,Sandwich,Sandwich - Food-Snacks,UPI,False,,,False,6,Saturday,True
2023-06-17,112.22,Expense,Miscellaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Saturday,True
2023-06-18,447.01,Expense,Repairs,Plumber,Plumber - Repairs,UPI,False,,,False,6,Sunday,True
2023-06-18,2369.73,Expense,Atm Withdrawal,Cash Withdrawal,No Description,Bank,False,,,True,6,Sunday,True
2023-06-18,252.54,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,Card,False,,,False,6,Sunday,True
2023-06-18,389.26,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-18,455.05,Expense,Food-Restaurant,Dineout,Dineout - Foodr-Estaurant,Card,False,,,False,6,Sunday,True
2023-06-18,768.24,Expense,Rgoceries,Grocery Shop,Grocery Shop - Groceries,Card,False,,,False,6,Sunday,True
2023-06-19,109.26,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,Cash,False,,,False,6,Monday,False
2023-06-19,1169.85,Expense,Repairs,Plubmer,Plumber - Repairs,Cash,False,,,True,6,Monday,False
2023-06-19,277.95,Expense,Entertainment,Movie,Movie - Enetrtainment,UPI,False,,,False,6,Monday,False
2023-06-19,415.57,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,6,Monday,False
2023-06-19,275.29,Expense,Entertainment,Movie,Movie - Enetrtainment,UPI,False,,,False,6,Monday,False
2023-06-19,373.2,Expense,Enetrtainment,Movie,Movie - Entertainment,UPI,False,,,False,6,Monday,False
2023-06-19,490.96,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,6,Monday,False
2023-06-19,2316.85,Expense,Shopping-Clothes,Shose,Shoes - Shopping-Clothes,UPI,False,,,False,6,Monday,False
2023-06-20,203.71,Expense,Shopping-Other,Gadgets,Gadgets - Shopping-Other,UPI,False,,,False,6,Tuesday,False
2023-06-20,294.11,Expense,Entertainment,Movie,Movie - Entertainment,UPI,False,,,False,6,Tuesday,False
2023-06-20,252.28,Expense,Medical,Pharmacy,No Description,UPI,False,,,False,6,Tuesday,False
2023-06-21,572.07,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,Cash,False,,,False,6,Wednesday,False
2023-06-21,1081.18,Expense,Entertainment,Movie,No Description,UPI,False,,,True,6,Wednesday,False
2023-06-21,250.27,Expense,Entertainment,Movie,Movie - Entertainment,Card,False,,,False,6,Wednesday,False
2023-06-21,450.19,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,6,Wednesday,False
2023-06-22,448.54,Expense,Entertainment,Movei,Movie - Entertainment,UPI,False,,,False,6,Thursday,False
2023-06-22,336.89,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,UPI,False,,,False,6,Thursday,False
2023-06-22,1334.0,Expense,Atm Withdrawal,Cash Withdrawal,Atm Cash Withdrawal,Bank,False,,,False,6,Thursday,False
2023-06-22,41.71,Expense,Stationery,Stationery,Stationery-  Stationery,UPI,False,,,False,6,Thursday,False
2023-06-23,403.3,Expense,Entertainment,Movie,Movie - Entertainment,UPI,False,,,False,6,Friday,False
2023-06-23,473.07,Expense,Groceries,Grocery Shop,Grocery Shop - Groceries,Card,False,,,False,6,Friday,False
2023-06-23,165.45,Expense,Miscellaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Friday,False
2023-06-24,128.56,Expense,Miscellaneous,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Saturday,True
2023-06-24,107.9,Expense,Food-Snacks,Coffee,Coffee - Food-Snacks,UPI,False,,,False,6,Saturday,True
2023-06-24,235.03,Expense,Medical,Pharmacy,Pharmacy - Medical,UPI,False,,,False,6,Saturday,True
2023-06-24,339.33,Expense,Entertainment,Movie,Movie - Entertainment,Card,False,,,False,6,Saturday,True
2023-06-24,447.38,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,UPI,False,,,False,6,Saturday,True
2023-06-24,1659.26,Expense,Repairs,Laptop Repair,Laptop Repair - Repairs,Cash,False,,,False,6,Saturday,True
2023-06-25,533.83,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-25,518.95,Expense,Food-Restaurant,Ozmato,Zomato - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-25,294.76,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,Card,False,,,False,6,Sunday,True
2023-06-25,515.92,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-25,483.13,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-25,826.18,Expense,Shopping-Cltohes,Clothes,Clothes - Shopping-Clothes,Card,False,,,False,6,Sunday,True
2023-06-25,355.81,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,6,Sunday,True
2023-06-25,585.18,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,Card,False,,,False,6,Sunday,True
2023-06-26,102.35,Expense,Food-Snacks,Tea,Tea - Food-Snacks,UPI,False,,,False,6,Monday,False
2023-06-27,2364.07,Expense,Shopping-Clothes,Shoes,Shoes - Shopping-Clothes,UPI,False,,,False,6,Tuesday,False
2023-06-28,34.96,Expense,Stationery,Stationery,Stationery - Stationery,Card,False,,,False,6,Wednesday,False
2023-06-28,484.7,Expense,Food-Restaurant,Dineout,No Description,UPI,False,,,False,6,Wednesday,False
2023-06-29,96.53,Expense,Miscellaneosu,Misc,Misc - Miscellaneous,UPI,False,,,False,6,Thursday,False
2023-06-29,269.69,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,6,Thursday,False
2023-06-30,392.32,Expense,Food-Restaurant,Zomato,Zomato - Food-Restaurant,Card,False,,,False,6,Friday,False
2023-06-30,130.13,Expense,Fruits & Household,Fruits,Fruits - Fruits & Household,Card,False,,,False,6,Friday,False
2023-06-30,129.87,Expense,Salon,Haircut,Haircut - Salon,Card,False,,,False,6,Friday,False
2023-07-01,157.45,Expense,Fruits & Household,Fruits,Fruits - Fruits & Household,UPI,False,,,False,7,Saturday,True
2023-07-01,444.92,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,False,7,Saturday,True
2023-07-01,259.3,Expense,Shopping-Other,Accessories,Accessories - Shopping-Other,Card,False,,,False,7,Saturday,True
2023-07-01,101.34,Expense,Food-Snacks,Cofefe,Coffee - Food-Snacks,UPI,False,,,False,7,Saturday,True
2023-07-01,83.59,Expense,Medical,Pharmacy,Pharmacy - Medical,Card,False,,,False,7,Saturday,True
2023-07-01,157.65,Expense,Travel-Public,Auto,Auto - Travel-Public,Card,False,,,False,7,Saturday,True
2023-07-02,535.27,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,7,Sunday,True
2023-07-02,541.98,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,Card,False,,,False,7,Sunday,True
2023-07-02,305.12,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,7,Sunday,True
2023-07-02,1544.27,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,UPI,False,,,True,7,Sunday,True
2023-07-02,260.76,Expense,Food-Restaurant,Dineout,Dineout - Food-Restaurant,Card,False,,,False,7,Sunday,True
2023-07-02,4200.0,Expense,Unknown,Monthly Mess,Mess Monthly Fee,UPI,True,Monthly,RECUR_002,False,7,Sunday,True
2023-07-02,359.92,Expense,Food-Restaurant,Restaurant,Restaurant - Food-Restaurant,UPI,False,,,False,7,Sunday,True
2023-07-03,113.65,Expense,Food-Snacks,Snacks,Snacks - Food-Snacks,UPI,False,,,False,7,Monday,False
2023-07-03,366.5,Expense,Travel-Fuel,Fuel,Fuel - Travel-Fuel,Card,False,,,False,7,Monday,False
2023-07-03,497.36,Expense,Groceries,Grocery Shop,No Description,Card,False,,,False,7,Monday,False
2023-07-03,72.32,Expense,Food-Snacks,Tea,Tea - Food-Snacks,Card,False,,,False,7,Monday,False
